time_s,relative_frequency_hz,linear_trend_hz,peak_to_local_median_db
9.75,0.07549999400038843,0.029889629211631075,22.36880742820518
10.0,0.06664173006659269,0.02983873123616121,22.486543833462726
10.25,0.04963846464056587,0.029787833260691343,22.70742131540889
10.5,0.032771349766427704,0.029736935285221477,22.383514467222835
10.75,0.03677625476285584,0.02968603730975161,20.789610213078056
11.0,0.0611335025906925,0.029635139334281746,19.263442813509574
11.25,0.0689887189957048,0.029584241358804775,19.440582000925176
11.5,0.04841530083918144,0.02953334338333491,17.792969409980408
11.75,0.0132040448781936,0.029482445407865043,18.625873446622002
12.0,-0.007459048862919815,0.029431547432395178,20.63920001316488
12.25,-0.00361245096731011,0.029380649456925312,21.090131904381487
12.5,0.008900636666808737,0.029329751481455446,19.429920643513952
12.75,0.02334120448401933,0.02927885350598558,19.227509886711942
13.0,0.04266076786614548,0.02922795553050861,18.818248511092897
13.25,0.025962996241048586,0.029177057555038743,17.990261780654546
13.5,-0.029695762052348584,0.029126159579568878,19.45560320251432
13.75,-0.08614566898839371,0.029075261604099012,20.725520945196227
14.0,-0.09985512138866426,0.029024363628629146,20.817171627441088
14.25,-0.0656297949610618,0.02897346565315928,20.608682448353264
14.5,-0.0271666007137199,0.028922567677689415,21.194489882877097
14.75,-0.01319576542785228,0.028871669702212444,22.626786324033553
15.0,-0.028937406463960258,0.028820771726742578,22.32353188887439
15.25,-0.05548190857624036,0.028769873751272712,21.831258274690693
15.5,-0.08209163413298626,0.028718975775802846,22.674646719299144
15.75,-0.09393621067731317,0.02866807780033298,22.13184377059204
16.0,-0.08491069118181116,0.028617179824863115,20.82637656577624
16.25,-0.0784852308704771,0.02856628184939325,20.716724934857904
16.5,-0.09406675728543235,0.028515383873923383,21.654513089803448
16.75,-0.10469530266861682,0.028464485898446412,20.88889873456424
17.0,-0.0941389610325345,0.028413587922976546,18.91741826150339
17.25,-0.0707969315718131,0.02836268994750668,17.682248721224767
17.5,-0.049834497519348986,0.028311791972036815,18.417440869101934
17.75,-0.0522994649074775,0.02826089399656695,19.590110755861353
18.0,-0.08228468757403817,0.028209996021097083,18.317630371859174
18.25,-0.1180679488518308,0.028159098045627218,17.496649451137664
18.5,-0.13367199099172922,0.028108200070150247,18.434238842946783
18.75,-0.11369144242826934,0.02805730209468038,18.72368824498506
19.0,-0.07992780466076965,0.028006404119210515,18.240286392349013
19.25,-0.055424957058882285,0.02795550614374065,17.89497700048254
19.5,-0.059686454434398684,0.027904608168270784,18.35519061346661
19.75,-0.06901821532233754,0.027853710192800918,19.750377031793956
20.0,-0.08961061576437146,0.027802812217331052,21.486997683016483
20.25,-0.12348061249647913,0.02775191424185408,21.05330970649005
20.5,-0.14229480495161084,0.027701016266384215,20.10500068771783
20.75,-0.14026500372428785,0.02765011829091435,17.85018905236825
21.0,-0.12148612053701413,0.027599220315444484,17.223856595327312
21.25,-0.11167953440068601,0.027548322339974618,17.62101200347353
21.5,-0.11703144714215341,0.027497424364504752,17.216566996647803
21.75,-0.11389499696688432,0.027446526389034887,17.91154482816201
22.0,-0.08693764570195839,0.02739562841356502,19.897697829227422
22.25,-0.0735403700915711,0.02734473043808805,20.02630923942241
22.5,-0.08573649540335282,0.027293832462618184,20.17822037832458
22.75,-0.11360637446809818,0.027242934487148318,21.341135077125777
23.0,-0.14225353494032333,0.027192036511678452,22.09555897783527
23.25,-0.15710282473085613,0.027141138536208587,22.058634683406826
23.5,-0.15139440597965148,0.02709024056073872,21.047931736805626
23.75,-0.1406708083959316,0.027039342585268855,20.39372972017089
24.0,-0.13520766453727617,0.026988444609791884,20.680608080029764
24.25,-0.131146968854722,0.026937546634322018,19.349884339657375
24.5,-0.12758555098820779,0.026886648658852152,21.570595308145254
24.75,-0.11157502693362176,0.026835750683382287,22.800100665795835
25.0,-0.09258547575382181,0.02678485270791242,24.819890540016388
25.25,-0.08025107730359338,0.026733954732442555,26.242830053637817
25.5,-0.05454335692731149,0.02668305675697269,26.10563437958982
25.75,-0.03935702210857528,0.02663215878149572,21.85389635695816
26.0,-0.042115090719683224,0.026581260806025853,19.5337974346913
26.25,-0.04550685350695716,0.026530362830555987,17.86376119419178
26.5,-0.02886518515524017,0.02647946485508612,17.27702965697482
26.75,-0.0012031916008936605,0.026428566879616255,18.911407731148714
27.0,0.013914690105842453,0.02637766890414639,18.416308628930956
27.25,0.019339837796643167,0.026326770928676524,17.671758361323988
27.5,0.020037245485447386,0.026275872953206658,18.880868751828046
27.75,-0.009413953579844758,0.026224974977729687,19.62488973439304
28.0,-0.06920437951333014,0.02617407700225982,19.74017257327344
28.25,-0.09970952877405637,0.026123179026789956,17.300600850248035
28.5,-0.0895696486046873,0.02607228105132009,15.26391873101006
28.75,-0.05868664412384561,0.026021383075850224,14.455820228152554
29.0,-0.03746824861117659,0.02597048510038036,15.952101581609515
29.25,-0.03478311550806268,0.025919587124910493,18.73522383236217
29.5,-0.03934818282807129,0.02586868914943352,21.492360436992854
29.75,-0.0369263209249695,0.025817791173963656,22.057678741115442
30.0,-0.04429215387371954,0.02576689319849379,24.78579813813529
30.25,-0.04110074732630409,0.025715995223023924,24.260418118958995
30.5,-0.02480328161653489,0.02566509724755406,22.431435157869753
30.75,-0.007057549042471578,0.025614199272084193,21.589853889834632
31.0,0.0009532266757474872,0.025563301296614327,21.237606925452425
31.25,-0.002310914113301976,0.025512403321137356,24.156151264791525
31.5,-0.00999897802402927,0.02546150534566749,24.981009200879008
31.75,-0.012476087691908333,0.025410607370197624,24.776855550626795
32.0,0.007458737137937987,0.02535970939472776,22.775598373159568
32.25,0.02394416502317398,0.025308811419257893,20.597770245498932
32.5,0.035223023489677985,0.025257913443788027,20.499723121359974
32.75,0.05340025882106403,0.02520701546831816,21.798584832289755
33.0,0.08091953051768996,0.025156117492848296,22.506897487147516
33.25,0.10620090766833101,0.025105219517371324,22.96132702019293
33.5,0.11288478946069347,0.02505432154190146,21.9722384471925
33.75,0.08255226505085034,0.025003423566431593,22.303813561537318
34.0,0.043040223332035055,0.024952525590961727,21.940100489251538
34.25,0.032269178882629035,0.02490162761549186,20.76069618482054
34.5,0.057674840477034195,0.024850729640021996,19.511858743871134
34.75,0.08887168093457376,0.02479983166455213,20.315040923794648
35.0,0.09216762389912247,0.02474893368907516,20.7632384484737
35.25,0.07733533270260295,0.024698035713605293,20.620088493333213
35.5,0.07098259269079676,0.024647137738135427,20.21875401301751
35.75,0.07693242379025378,0.02459623976266556,19.50935456323162
36.0,0.09463268100313371,0.024545341787195696,20.48614278396066
36.25,0.09640934078561969,0.02449444381172583,20.55593076904751
36.5,0.07517755822066619,0.024443545836255964,18.832031398985226
36.75,0.05590119513725256,0.024392647860778993,17.517206466210506
37.0,0.06950181008933498,0.024341749885309127,17.71912545792317
37.25,0.11851526143446023,0.02429085190983926,17.109606087438433
37.5,0.15685538380863306,0.024239953934369396,17.706184933522522
37.75,0.13266104413580848,0.02418905595889953,18.908460246710526
38.0,0.09522188021136202,0.024138157983429664,21.315795502048335
38.25,0.10528889144087827,0.0240872600079598,22.438474804096565
38.5,0.14105008542401976,0.024036362032489933,24.410563168605805
38.75,0.16197844835383535,0.023985464057012962,23.60442227444057
39.0,0.1538259452344164,0.023934566081543096,22.84097638674515
39.25,0.14620206810714365,0.02388366810607323,21.69507919254377
39.5,0.14625249171263732,0.023832770130603365,21.21615509040764
39.75,0.13239026849352342,0.0237818721551335,22.24829258599661
40.0,0.10131516266910268,0.023730974179663633,21.976897437504242
40.25,0.08218389461288211,0.023680076204193767,21.148632409497402
40.5,0.07939277377064968,0.023629178228716796,18.676353046909338
40.75,0.08830698789483904,0.02357828025324693,17.93024382332101
41.0,0.09063904193719452,0.023527382277777065,17.71251168023114
41.25,0.08101527786833174,0.0234764843023072,19.099687789849394
41.5,0.0577545259898784,0.023425586326837333,19.713150127633963
41.75,0.04236176777286005,0.023374688351367467,19.909921148712943
42.0,0.045561563334693744,0.0233237903758976,21.341439537880706
42.25,0.06518911055380983,0.02327289240042063,21.86048356055732
42.5,0.07933475772539111,0.023221994424950765,22.91558077704473
42.75,0.06689701820270244,0.0231710964494809,22.411495539013707
43.0,0.0270309955813417,0.023120198474011033,21.564645341961818
43.25,-0.0025285102530716586,0.023069300498541168,21.447659495787814
43.5,-0.003402733461733476,0.023018402523071302,22.693681854923362
43.75,0.012828539745328271,0.022967504547601436,22.008746808353354
44.0,0.02855319152388347,0.02291660657213157,19.32471483829415
44.25,0.019906825640269687,0.0228657085966546,19.911507125122338
44.5,-0.014209282004138402,0.022814810621184733,19.29833153272155
44.75,-0.04417768001303557,0.022763912645714868,18.35389325758317
45.0,-0.039727738558944736,0.022713014670245002,17.192938002471877
45.25,-0.01031601804390192,0.022662116694775136,17.833289637091656
45.5,0.012216790198294802,0.02261121871930527,18.109131134387944
45.75,0.00870592630961653,0.022560320743835405,16.935884387080517
46.0,-0.035233975546930196,0.022509422768358434,16.182443487576666
46.25,-0.06917952104895164,0.022458524792888568,15.909762080940196
46.5,-0.051272720553178885,0.022407626817418702,16.46333140281129
46.75,0.00031322191871652194,0.022356728841948836,17.58014121131845
47.0,0.03465647295305985,0.02230583086647897,18.092899292157085
47.25,0.02144374532034732,0.022254932891009105,17.974013979658903
47.5,-0.0241303325641411,0.02220403491553924,19.21906600401971
47.75,-0.049271037621828384,0.022153136940062268,18.645427642255715
48.0,-0.020088808497156663,0.022102238964592402,16.97359845486536
48.25,0.020732824895802082,0.022051340989122536,15.85697831909143
48.5,0.038558611787493646,0.02200044301365267,16.740978046606536
48.75,0.025806094745206565,0.021949545038182805,18.78553076632167
49.0,0.0005778716374749138,0.02189864706271294,21.231802384408937
49.25,-0.028762100655654876,0.021847749087243074,21.017319188526503
49.5,-0.05376130378083133,0.021796851111773208,20.809262349427634
49.75,-0.08412251793391334,0.021745953136296237,20.803294496185046
50.0,-0.09945639131539252,0.02169505516082637,21.06292689467211
50.25,-0.09743514563979261,0.021644157185356505,19.796602808984655
50.5,-0.09551494078051093,0.02159325920988664,20.01665692291558
50.75,-0.10347430046040529,0.021542361234416774,18.08938321707465
51.0,-0.10987431212195276,0.021491463258946908,19.657173876290933
51.25,-0.09238231653846896,0.021440565283477042,21.046448510798285
51.5,-0.04158872748411824,0.02138966730800007,20.20398661784929
51.75,0.00878124830794036,0.021338769332530205,19.682964861419382
52.0,0.03722637151876995,0.02128787135706034,21.833943411267427
52.25,0.04348024520198379,0.021236973381590474,21.88346463371272
52.5,0.048829691267272324,0.021186075406120608,19.271824842164275
52.75,0.05470600630270184,0.021135177430650742,19.807238313688533
53.0,0.04003276903150521,0.021084279455180877,19.645061906449982
53.25,0.022013176268536938,0.021033381479703905,19.28476134716911
53.5,0.023549256851843836,0.02098248350423404,19.646269526065147
53.75,0.0268573455106349,0.020931585528764174,20.649236300832396
54.0,0.013425954118957861,0.020880687553294308,22.09055204729593
54.25,-0.007352129403805918,0.020829789577824442,21.33223249009808
54.5,0.000819747007348326,0.020778891602354577,20.641909724416895
54.75,0.01287530302966644,0.02072799362688471,20.388898615581233
55.0,-0.011172386174116866,0.020677095651414845,19.898478362400837
55.25,-0.06826228305573068,0.020626197675937874,20.269693815028994
55.5,-0.10003271150333148,0.02057529970046801,21.911596943143667
55.75,-0.07447568189908793,0.020524401724998143,22.755470190521855
56.0,-0.027212081703481772,0.020473503749528277,23.140166690943026
56.25,-0.002896090346482083,0.02042260577405841,22.287110047187618
56.5,-0.012951373590198045,0.020371707798588545,20.065882258309905
56.75,-0.033512985228369985,0.02032080982311868,19.933745076842484
57.0,-0.04750683376327203,0.02026991184764171,19.55136333359907
57.25,-0.04975990944110009,0.020219013872171843,19.46122141974277
57.5,-0.05052178496948301,0.020168115896701977,19.23821212117163
57.75,-0.05420548006760839,0.02011721792123211,18.206787972610016
58.0,-0.06632120048664092,0.020066319945762245,18.317986825812632
58.25,-0.05468882493403271,0.02001542197029238,13.062475553922175
58.5,0.29033067639070254,0.019964523994822514,6.468840431433559
58.75,0.5351522594860185,0.019913626019345543,5.992146629297008
59.0,0.6246078892828137,0.019862728043875677,6.782835106916069
59.25,0.533578395926412,0.01981183006840581,10.618666848078288
59.5,0.3260126705282289,0.019760932092935946,14.23625210924978
59.75,0.211986140405223,0.01971003411746608,15.121507026415683
60.0,0.11987687096021205,0.019659136141996214,16.52303848011439
60.25,0.0858063707528629,0.01960823816652635,18.7268113826878
60.5,0.1253469463114456,0.019557340191056483,19.78603064448894
60.75,0.22484799916302478,0.01950644221557951,17.98105045237619
61.0,0.28765122229208373,0.019455544240109646,15.743559910071411
61.25,0.3034794117105477,0.01940464626463978,17.01413290441161
61.5,0.3284311894091516,0.019353748289169914,16.93392285546665
61.75,0.41543608024880285,0.01930285031370005,14.524796564993846
62.0,0.4985405490680108,0.019251952338230183,16.731838780099423
62.25,0.4943555225150149,0.019201054362760317,17.850748619596736
62.5,0.4126014773640989,0.019150156387283346,19.417603413884667
62.75,0.35251741064200104,0.01909925841181348,21.61222138267344
63.0,0.3389824909310164,0.019048360436343614,25.001237032961217
63.25,0.3183356386845304,0.01899746246087375,25.47140630725486
63.5,0.25107643181451067,0.018946564485403883,20.476107929178262
63.75,0.15909668148790246,0.018895666509934017,20.32506157093268
64.0,0.0829350295855491,0.01884476853446415,20.7887449728406
64.25,0.05097432865429141,0.01879387055898718,20.64262738364385
64.5,0.06857683235544698,0.018742972583517314,18.50978194538277
64.75,0.09681312860816149,0.01869207460804745,17.688423213919528
65.0,0.10278965533445472,0.018641176632577583,16.785544164131558
65.25,0.07372534800438757,0.018590278657107717,19.19512496540547
65.5,0.05529364563792427,0.01853938068163785,20.689905131236607
65.75,0.0729967056937042,0.018488482706167986,19.170840356100214
66.0,0.09336920441763397,0.01843758473069812,18.512923167796927
66.25,0.08329224526659118,0.01838668675522115,16.879500147059083
66.5,0.06457737036060962,0.018335788779751283,17.508584290237113
66.75,0.06128591309794018,0.018284890804281417,19.760223421401935
67.0,0.07546792465056029,0.01823399282881155,20.206382764986223
67.25,0.07947431614559264,0.018183094853341686,20.0985067591499
67.5,0.06654703769478232,0.01813219687787182,20.61071041932445
67.75,0.0527909006317131,0.018081298902401954,20.781837069458547
68.0,0.0563958421023969,0.018030400926924983,21.604893725769145
68.25,0.06226284753058309,0.017979502951455117,21.26726940625084
68.5,0.06124538212497299,0.01792860497598525,19.84911667764686
68.75,0.04614732513784503,0.017877707000515386,19.562538839579837
69.0,0.010636587074799309,0.01782680902504552,19.53525746781175
69.25,-0.029287193884293572,0.017775911049575654,20.426401027774386
69.5,-0.017040171058468445,0.01772501307410579,19.02575289972753
69.75,0.026594218130775005,0.017674115098628818,18.56958639218533
70.0,0.054716272545221045,0.017623217123158952,17.707366752750442
70.25,0.061841709871792716,0.017572319147689086,18.051166652959417
70.5,0.0711152473076595,0.01752142117221922,18.96692011997588
70.75,0.08367868467378514,0.017470523196749355,20.323671263913678
71.0,0.0813557315882889,0.01741962522127949,19.552124169499198
71.25,0.05914466363390858,0.017368727245809623,21.30849592133454
71.5,0.056785129327877826,0.017317829270339757,23.134587314604328
71.75,0.0906222638907721,0.017266931294862786,22.48945166522294
72.0,0.11941600772596672,0.01721603331939292,22.11247832168982
72.25,0.10025645614747702,0.017165135343923055,23.509561542132683
72.5,0.05169564251266223,0.01711423736845319,23.113686118067548
72.75,0.023729783527421944,0.017063339392983323,21.255484031383443
73.0,0.02886932120340191,0.017012441417513458,20.362731039573333
73.25,0.042480349335150436,0.016961543442043592,20.896800748893614
73.5,0.05289059413627939,0.01691064546656662,21.833682313428255
73.75,0.04473976916579403,0.016859747491096755,23.25473222087714
74.0,0.023970950164532212,0.01680884951562689,23.144473926967972
74.25,0.015588873155749638,0.016757951540157023,22.831271466240125
74.5,0.022034235911945643,0.016707053564687158,24.13379438495811
74.75,0.024128213773387586,0.016656155589217292,23.992916563685615
75.0,0.018857009028138805,0.016605257613747426,26.088732020841054
75.25,0.020882413973836833,0.016554359638270455,25.7628330330268
75.5,0.025824752864366474,0.01650346166280059,23.18349948535483
75.75,0.011778453102245123,0.016452563687330723,22.422881149789973
76.0,-0.01261095406858459,0.016401665711860858,20.95383111829774
76.25,-0.032465117778009756,0.016350767736390992,21.524153944493797
76.5,-0.02265364883846388,0.016299869760921126,23.857231659944574
76.75,0.005804195654768307,0.01624897178545126,24.253573424852558
77.0,0.02235047725205419,0.016198073809981395,22.656167493036428
77.25,0.021853149313571407,0.016147175834504424,23.52856772083241
77.5,0.018198578718852332,0.016096277859034558,23.567797910530054
77.75,-0.006127966473748359,0.016045379883564692,24.46449858942954
78.0,-0.051345110993040066,0.015994481908094826,22.17679838882067
78.25,-0.07746647258243655,0.01594358393262496,20.362381369006343
78.5,-0.06799909144606886,0.015892685957155095,20.042209805145774
78.75,-0.04452442105188226,0.01584178798168523,22.083776105854135
79.0,-0.04391701390822789,0.015790890006208258,22.40827436661816
79.25,-0.06189025579569574,0.015739992030738392,21.44557783249089
79.5,-0.06189936499617943,0.015689094055268527,19.14440793345628
79.75,-0.02452953933973845,0.01563819607979866,18.42957878686988
80.0,0.008445753010718704,0.015587298104328795,18.630195504438937
80.25,0.029014015639226898,0.01553640012885893,17.867074767035405
80.5,0.028935935912976163,0.015485502153389064,18.857521270901827
80.75,0.015052602283795125,0.015434604177919198,20.416782804268223
81.0,-0.01596510732321832,0.015383706202442227,21.829337198135658
81.25,-0.04629404257684655,0.015332808226972361,20.87468616352527
81.5,-0.05874585592928128,0.015281910251502495,20.081987465909847
81.75,-0.05534330447262903,0.01523101227603263,20.22916996395945
82.0,-0.06974659631964641,0.015180114300562764,20.89745454742402
82.25,-0.10615056600478567,0.015129216325092898,20.741979519257008
82.5,-0.1344138941506685,0.015078318349623032,20.876583798421432
82.75,-0.12426679667672147,0.015027420374146061,20.840348827964625
83.0,-0.07416949238868398,0.014976522398676195,18.960319380613885
83.25,-0.022517623282666932,0.01492562442320633,18.614481794813532
83.5,-0.007582541943129684,0.014874726447736464,19.237793056450677
83.75,-0.03740154305385346,0.014823828472266598,18.982890439575616
84.0,-0.07589740539255274,0.014772930496796732,20.75545498066587
84.25,-0.08360393383905773,0.014722032521326867,19.751105467304257
84.5,-0.06331709012276576,0.014671134545849895,19.213111217204148
84.75,-0.06024032145613489,0.01462023657038003,20.047350613494427
85.0,-0.06721718807422405,0.014569338594910164,19.006919915058653
85.25,-0.07314775593965095,0.014518440619440298,17.72585753021535
85.5,-0.07654995281186672,0.014467542643970432,19.001573983064993
85.75,-0.08808143383964762,0.014416644668500567,18.544701716849943
86.0,-0.11155703038646436,0.014365746693030701,20.590173722337
86.25,-0.12712643642066723,0.014314848717560835,20.39034504343023
86.5,-0.12152285874058322,0.014263950742083864,20.370455804818675
86.75,-0.09797533485391341,0.014213052766613998,19.430046583566426
87.0,-0.08615504313554823,0.014162154791144133,18.390820929729145
87.25,-0.07860995213761157,0.014111256815674267,17.687753024844316
87.5,-0.05943384293158971,0.014060358840204401,17.303818358433606
87.75,-0.03109149778861564,0.014009460864734535,17.07036929958755
88.0,-0.010314687424980207,0.01395856288926467,19.286794665540622
88.25,-0.0027145983279694974,0.013907664913787698,21.540631777788406
88.5,-0.026300041279988307,0.013856766938317833,22.05581737248252
88.75,-0.04241624616960138,0.013805868962847967,22.894082074241716
89.0,-0.023335138379700027,0.013754970987378101,22.30481209023567
89.25,-0.0028590625641697898,0.013704073011908235,21.220205995388724
89.5,-0.0010164230811398056,0.01365317503643837,20.733691258571945
89.75,-0.007700069704704049,0.013602277060968504,20.719379020840456
90.0,0.002733504089817984,0.013551379085491533,20.05546387190649
90.25,0.04751674314174181,0.013500481110021667,20.984881696008138
90.5,0.10504697827706622,0.013449583134551801,21.549163809891972
90.75,0.11873861361294047,0.013398685159081936,18.560299722487756
91.0,0.10416490035096615,0.01334778718361207,17.673672865169436
91.25,0.09084052991219949,0.013296889208142204,18.199977490979915
91.5,0.08498954394348601,0.013245991232672338,19.76660724415608
91.75,0.07731659450067241,0.013195093257202473,21.741826075980747
92.0,0.06048049307049297,0.013144195281725501,22.643131705084937
92.25,0.05281915164409412,0.013093297306255636,22.188171830285782
92.5,0.049096170624316926,0.01304239933078577,22.69196563270116
92.75,0.025486329956002862,0.012991501355315904,22.641374352585338
93.0,-0.004667497402820686,0.012940603379846038,19.430576557708868
93.25,-0.008513540412174336,0.012889705404376173,17.7364926371119
93.5,0.02690171479918746,0.012838807428906307,16.752931320703226
93.75,0.05349176523174748,0.012787909453429336,18.758537091644623
94.0,0.037283585294467514,0.01273701147795947,19.968622527208066
94.25,0.009241141213500725,0.012686113502489604,20.487785421570063
94.5,-0.007795582123492295,0.012635215527019739,20.549275107918128
94.75,0.004216869069288975,0.012584317551549873,21.979861722784968
95.0,0.025131905200836968,0.012533419576080007,21.294782698534434
95.25,0.037890614690482494,0.012482521600610141,21.295127723700613
95.5,0.036389552027081606,0.01243162362513317,21.179162493745224
95.75,0.021650757220101013,0.012380725649663304,20.758750510253062
96.0,0.010715179496692429,0.012329827674193439,20.036440268887958
96.25,0.005808672380119617,0.012278929698723573,21.73678952463601
96.5,-0.0035987103803094556,0.012228031723253707,22.181647689496053
96.75,-0.026623573329317196,0.012177133747783841,18.729650276374276
97.0,-0.030609288537462476,0.012126235772313976,19.21118948921919
97.25,-0.027002979272765515,0.01207533779684411,15.736376522525479
97.5,-0.01650123203264542,0.012024439821367139,16.61704739020776
97.75,0.001105903075242054,0.011973541845897273,16.958494734567267
98.0,0.016672728512070023,0.011922643870427407,18.2561848730171
98.25,0.0187855150036782,0.011871745894957542,19.94703278435636
98.5,0.020331045268029868,0.011820847919487676,20.47501630348487
98.75,0.016796378130727874,0.01176994994401781,20.016576952102902
99.0,0.035874467932409004,0.011719051968547944,18.302028715049964
99.25,0.06527200543752087,0.011668153993070973,18.171220256830793
99.5,0.07613584808775897,0.011617256017601107,19.489770917330556
99.75,0.07175455751418269,0.011566358042131242,21.904439274746338
100.0,0.05005793392614066,0.011515460066661376,23.996611884804704
100.25,0.01980228595535749,0.01146456209119151,24.814715252258445
100.5,-0.0033331096897057932,0.011413664115721645,21.811393682732287
100.75,-0.00033244215639172126,0.011362766140251779,20.179801514604407
101.0,0.019803793831194128,0.011311868164774808,19.15529821657715
101.25,0.03362474234361912,0.011260970189304942,17.864557663141017
101.5,0.01622437472851601,0.011210072213835076,18.13259951003779
101.75,-0.0036874688954569024,0.01115917423836521,19.44057443655643
102.0,-0.010365632652181489,0.011108276262895345,19.093256285677707
102.25,-0.008057287374917621,0.011057378287425479,19.091346750209134
102.5,-0.01088763878709642,0.011006480311955613,18.283292986805314
102.75,-0.009806498426129906,0.010955582336485747,17.776320872492217
103.0,-0.0005204318655529505,0.010904684361008776,19.228421542857113
103.25,0.020812751187186507,0.01085378638553891,20.054174663775758
103.5,0.051489542284087975,0.010802888410069045,22.097846285621717
103.75,0.0807458301755517,0.010751990434599179,22.315323969407114
104.0,0.09155770792928308,0.010701092459129313,22.28626028168592
104.25,0.088770216492847,0.010650194483659448,20.633437363071792
104.5,0.07376696580560349,0.010599296508189582,18.906005910889636
104.75,0.06720162613775926,0.01054839853271261,20.047511843689097
105.0,0.0738223525273014,0.010497500557242745,20.776036944154047
105.25,0.08410936796605029,0.01044660258177288,21.53740377978807
105.5,0.08816815561188918,0.010395704606303013,21.659705434270396
105.75,0.07999360172873793,0.010344806630833148,19.8639547615964
106.0,0.0436334428761711,0.010293908655363282,18.472636645333417
106.25,0.0038729625673639134,0.010243010679893416,17.851211461188008
106.5,-0.008318867113970896,0.010192112704416445,17.968836302624908
106.75,0.01740797558512952,0.01014121472894658,18.044900813355596
107.0,0.04490329849648589,0.010090316753476714,20.682222560532676
107.25,0.0475418234603282,0.010039418778006848,22.115712884386944
107.5,0.018561293099992326,0.009988520802536982,21.75315900414091
107.75,-0.01621701699856004,0.009937622827067116,21.70060364351069
108.0,-0.024953909570079702,0.00988672485159725,21.49129984458577
108.25,-0.023907414871992216,0.009835826876127385,21.28712629854457
108.5,-0.029784152165170497,0.009784928900650414,20.617520962137355
108.75,-0.0298519597525555,0.009734030925180548,20.79429029147399
109.0,-0.009251268243090749,0.009683132949710682,20.77555121005695
109.25,0.014558305131060933,0.009632234974240816,21.184839287628602
109.5,0.02337584647008839,0.00958133699877095,20.57821718133589
109.75,0.012559982822210713,0.009530439023301085,19.621981969582155
110.0,0.0036047825487912633,0.00947954104783122,19.71206486902567
110.25,0.0099319208842914,0.009428643072354248,20.434374070698887
110.5,0.028185716903152525,0.009377745096884382,20.527482474512283
110.75,0.039175721351625725,0.009326847121414517,20.057929859218984
111.0,0.055503149000450946,0.00927594914594465,19.64204517518121
111.25,0.08366067195082394,0.009225051170474785,19.44782706893956
111.5,0.0935671334521544,0.00917415319500492,20.27857138722155
111.75,0.07852340713651529,0.009123255219535054,21.30842883374305
112.0,0.052874096754926825,0.009072357244058082,19.57080348465831
112.25,0.025660455143935224,0.009021459268588217,18.618065054017393
112.5,0.016389647962228082,0.008970561293118351,18.16272193212267
112.75,0.011749283324135718,0.008919663317648485,20.447706737406428
113.0,-0.004192230741203673,0.00886876534217862,20.990745220779637
113.25,0.00031876734134783646,0.008817867366708754,22.55087188461988
113.5,0.03895060838326714,0.008766969391238888,22.473544109342832
113.75,0.08595128471153402,0.008716071415769022,22.74521479936532
114.0,0.1329752073605377,0.008665173440292051,22.871179879661607
114.25,0.15480528857389686,0.008614275464822185,21.956934786032207
114.5,0.13459989167402853,0.00856337748935232,20.101538476238694
114.75,0.09106722878672002,0.008512479513882454,19.187506971539825
115.0,0.059778875627472416,0.008461581538412588,19.184037905697604
115.25,0.08498976354616872,0.008410683562942722,18.422635181143182
115.5,0.1418783937070529,0.008359785587472857,19.555027067207366
