band,time_s,relative_frequency_hz,linear_trend_hz,phase_fit_rms_rad
2 m,12.249998,0.9062774901472759,-1.0529833796527521,0.2370506682550866
2 m,12.499998,0.9630899478850479,-1.0516536701387755,0.22746632896348665
2 m,12.749998,0.9980163100045232,-1.050323960624798,0.17530853094185964
2 m,12.999998,1.0023125178780807,-1.0489942511108215,0.16276803252825642
2 m,13.249998,0.979558523432055,-1.0476645415968449,0.23181027790490294
2 m,13.499998,0.9486036386855483,-1.0463348320828683,0.24878464940056977
2 m,13.749998,0.9288793573274967,-1.0450051225688917,0.2072051246466844
2 m,13.999998,0.9247145831837891,-1.043675413054915,0.19387826657469698
2 m,14.249998,0.9327878381197561,-1.0423457035409385,0.2050884904577189
2 m,14.499998,0.9523904858266938,-1.0410159940269619,0.18948067371868124
2 m,14.749998,0.9706584796209095,-1.0396862845129853,0.1388572500853191
2 m,14.999998,0.9698578107550739,-1.0383565749990087,0.1386230715823909
2 m,15.249998,0.9520044121168052,-1.037026865485032,0.13790835262476486
2 m,15.499998,0.9493746967769212,-1.0356971559710555,0.13182208266434162
2 m,15.749998,0.9771595056172409,-1.034367446457078,0.21705040081660065
2 m,15.999998,1.0172666865508244,-1.0330377369431014,0.2475476946593548
2 m,16.249998,1.042224983505383,-1.0317080274291248,0.21401789765567408
2 m,16.499998,1.0415889549524087,-1.0303783179151482,0.217586365948881
2 m,16.749998,1.0223257765503,-1.0290486084011716,0.2647947128801368
2 m,16.999998,0.991678840234492,-1.027718898887195,0.27177984170578284
2 m,17.249998,0.9589190346359757,-1.0263891893732184,0.20009367661087604
2 m,17.499998,0.9351921786944786,-1.0250594798592418,0.13124238917904257
2 m,17.749998,0.9255337586372061,-1.0237297703452652,0.11733806190395778
2 m,17.999998,0.9414352731849762,-1.0224000608312886,0.11568918424157437
2 m,18.249998,0.9942374030158838,-1.021070351317312,0.2270757447882652
2 m,18.499998,1.0572385559504944,-1.0197406418033355,0.32687701834184735
2 m,18.749998,1.0855672701926045,-1.0184109322893589,0.31994081217528164
2 m,18.999998,1.07485929326221,-1.0170812227753823,0.3492674522360933
2 m,19.249997999999998,1.0322235975095886,-1.0157515132614057,0.4735475851372344
2 m,19.499997999999998,0.9342609048398423,-1.014421803747429,0.6749579169540447
2 m,19.749997999999998,0.8134206919267211,-1.0130920942334516,0.682269036904008
2 m,19.999997999999998,0.6902321665302731,-1.011762384719475,0.47993603625833353
2 m,20.249997999999998,0.5748179130880802,-1.0104326752054984,0.29248839653035313
2 m,20.499997999999994,0.5228468135571278,-1.0091029656915218,0.22948340213582055
2 m,20.749997999999994,0.5565224961195634,-1.0077732561775452,0.35071449774173924
2 m,20.999997999999994,0.6372479981202739,-1.0064435466635686,0.5137721515067116
2 m,21.249997999999994,0.724136734871121,-1.005113837149592,0.5317756718838081
2 m,21.499997999999994,0.7875149803129755,-1.0037841276356154,0.5152852850788067
2 m,21.749997999999994,0.9094183701546292,-1.0024544181216388,0.5763443638559436
2 m,21.999998,1.0425219662310585,-1.0011247086076622,0.4381912672803289
2 m,22.249998,1.0846081878859364,-0.9997949990936856,0.33687630866593643
2 m,22.499998,1.0540830114724082,-0.998465289579709,0.3777077375481948
2 m,22.749998,0.9847343476405186,-0.9971355800657324,0.5529411207831983
2 m,22.999998,0.8739662110869872,-0.995805870551755,0.7843917177661521
2 m,23.249998,0.7103825152244747,-0.9944761610377784,0.9019362878401985
2 m,23.499998,0.518143410821291,-0.9931464515238018,0.6680795526304963
2 m,23.749998,0.3994865898232014,-0.9918167420098252,0.3829092407237648
2 m,23.999997999999994,0.3271465892864729,-0.9904870324958486,0.25508566602386823
2 m,24.249997999999994,0.26031811313907127,-0.989157322981872,0.17808662701164815
2 m,24.499997999999994,0.2377242568333049,-0.9878276134678954,0.1758610328212637
2 m,24.749997999999994,0.24512034302720487,-0.9864979039539188,0.18385157586056486
2 m,24.999997999999994,0.2579979475452534,-0.9851681944399422,0.2005888023224343
2 m,25.249997999999994,0.2682053270161324,-0.9838384849259656,0.2188853275015363
2 m,25.499997999999994,0.27329811671829773,-0.982508775411989,0.22012211063339218
2 m,25.749997999999994,0.2982420695991381,-0.9811790658980124,0.17625896651935286
2 m,25.999997999999994,0.3380295703273264,-0.9798493563840358,0.13337310583829629
2 m,26.249997999999994,0.3891852045015991,-0.9785196468700592,0.289980433742817
2 m,26.499997999999994,0.46388762891279267,-0.9771899373560826,0.4606568118213159
2 m,26.749997999999994,0.5637560918991742,-0.975860227842106,0.5422117978213067
2 m,26.999997999999994,0.683068088939919,-0.9745305183281294,0.5489762218922001
2 m,27.249997999999994,0.7552646480921945,-0.9732008088141519,0.38937334225247083
2 m,27.499997999999994,0.6915068569599754,-0.9718710993001753,0.6870240596482956
2 m,27.749997999999994,0.4941901869073684,-0.9705413897861987,1.1746560427049375
2 m,27.999997999999994,0.21976674950494424,-0.9692116802722222,1.4155196237655676
2 m,28.249997999999994,-0.09027796826749146,-0.9678819707582456,1.4249236121828197
2 m,28.499997999999994,-0.41422420442061547,-0.966552261244269,1.2595407938306393
2 m,28.749997999999994,-0.689957141930762,-0.9652225517302924,0.8049940022109559
2 m,28.999997999999994,-0.8561800658312899,-0.9638928422163158,0.4048965654294045
2 m,29.249998,-0.9178402229374214,-0.9625631327023392,0.25810087212996646
2 m,29.499998,-0.9114312763873302,-0.9612334231883626,0.28650837994170353
2 m,29.749998,-0.8717196617280658,-0.959903713674386,0.39016190306671583
2 m,29.999998,-0.8245401504149354,-0.9585740041604094,0.37663834789063244
2 m,30.249998,-0.7960187832061356,-0.9572442946464319,0.28870151093405133
2 m,30.499998,-0.8230522384820826,-0.9559145851324553,0.36788874215203254
2 m,30.749998,-0.8772976319631054,-0.9545848756184787,0.4512124861877508
2 m,30.999998,-0.9513006034713838,-0.9532551661045021,0.44334078825021667
2 m,31.249998,-1.0246038799300647,-0.9519254565905255,0.2768938884727292
2 m,31.499998,-1.0565930491526343,-0.9505957470765489,0.13008031516766563
2 m,31.749998,-1.05036893957874,-0.9492660375625723,0.13423281452762187
2 m,31.999998,-1.0430278689222137,-0.9479363280485957,0.11929925610148326
2 m,32.249998,-1.04839259340676,-0.9466066185346191,0.1368010334275369
2 m,32.499998,-1.0648018001046884,-0.9452769090206425,0.16027038613252004
2 m,32.749998,-1.0957820944580376,-0.943947199506666,0.17920154941794428
2 m,32.999998,-1.121927640668428,-0.9426174899926894,0.1362139836399417
2 m,33.249998,-1.1216330238227075,-0.9412877804787128,0.1368954433887439
2 m,33.499998,-1.1086184705760047,-0.9399580709647362,0.15504241778708241
2 m,33.749998,-1.1084096064824447,-0.9386283614507596,0.16176158274554447
2 m,33.999998,-1.1425054224913485,-0.937298651936783,0.27680960571367874
2 m,34.249998,-1.2061076497746548,-0.9359689424228055,0.39468495827282607
2 m,34.499998,-1.2764536443822054,-0.9346392329088289,0.44399868770278383
2 m,34.749998,-1.3719108471916375,-0.9333095233948523,0.4165086165540077
2 m,34.999998,-1.4690324047278303,-0.9319798138808757,0.2854950336861306
2 m,35.249998,-1.5362507887436907,-0.9306501043668991,0.17955118886478552
2 m,35.499998,-1.5570603390670374,-0.9293203948529225,0.12747184277482324
2 m,35.749998,-1.5295023993324017,-0.9279906853389459,0.22905652417260566
2 m,35.999998,-1.4875489121523593,-0.9266609758249693,0.3029901275131733
2 m,36.249998,-1.461899318624556,-0.9253312663109927,0.3005075208890742
2 m,36.499998,-1.4676709143021203,-0.9240015567970161,0.3286238197936982
2 m,36.749998,-1.505630812267718,-0.9226718472830395,0.4297024672314985
2 m,36.999998,-1.5236657276454606,-0.9213421377690629,0.42955360629969486
2 m,37.249998,-1.5422684538621807,-0.9200124282550854,0.39262408288132594
2 m,37.499998,-1.5769936289367505,-0.9186827187411089,0.3339537627816966
2 m,37.749998,-1.6280362034596179,-0.9173530092271323,0.3966459143947783
2 m,37.999998,-1.7051323587815856,-0.9160232997131557,0.6002643085069052
2 m,38.249998,-1.787984998426186,-0.9146935901991791,0.7304912192184623
2 m,38.499998,-1.840498415066505,-0.9133638806852025,0.6826526126651323
2 m,38.749998,-1.8474247674323703,-0.9120341711712259,0.662829037980058
2 m,38.999998,-1.7714472623744353,-0.9107044616572493,0.8482096903677424
2 m,39.249998,-1.6528625863007562,-0.9093747521432727,0.8743947597839894
2 m,39.499998,-1.5591170938690038,-0.9080450426292961,0.6833350528937587
2 m,39.749998,-1.5552927065139608,-0.9067153331153195,0.6713990692748963
2 m,39.999998,-1.6671074274316968,-0.9053856236013429,0.9236244083129252
2 m,40.249998,-1.8750071661571965,-0.9040559140873663,0.9987557614772493
2 m,40.499998,-2.083813620172304,-0.9027262045733897,0.7989157242320968
2 m,40.749998,-2.260497474671375,-0.9013964950594131,0.5329847636704277
2 m,40.999998,-2.364538635774002,-0.9000667855454365,0.268914516074746
2 m,41.249998,-2.37388709067251,-0.8987370760314599,0.2252385829196883
2 m,41.499998,-2.319916249900264,-0.8974073665174824,0.36837259529275135
2 m,41.749998,-2.2439144826928485,-0.8960776570035058,0.441331140776258
2 m,41.999998,-2.175762697769498,-0.8947479474895292,0.3939999401700185
2 m,42.249998,-2.124965669166473,-0.8934182379755526,0.3188632214330034
2 m,42.499998,-2.0478082017023196,-0.892088528461576,0.23793126840909476
2 m,42.749998,-1.9545815652638483,-0.8907588189475995,0.4109532315732813
2 m,42.999998,-1.867997616504467,-0.8894291094336229,0.5573645337910685
2 m,43.249998000000005,-1.765675306286358,-0.8880993999196463,0.6203147497633861
2 m,43.499998000000005,-1.6605479144676938,-0.8867696904056697,0.5493822842183632
2 m,43.749998000000005,-1.6352642435810445,-0.8854399808916931,0.4799200838988882
2 m,43.999998000000005,-1.7333594511384174,-0.8841102713777165,0.8313241890772838
2 m,44.249998000000005,-1.9268615348968616,-0.8827805618637399,1.0759832367416389
2 m,44.499998000000005,-2.1666101950644583,-0.8814508523497624,1.0951673814903171
2 m,44.749998000000005,-2.3881959741859866,-0.8801211428357858,0.9415673471789892
2 m,44.999998000000005,-2.5397186722515044,-0.8787914333218092,0.5979126797961452
2 m,45.249998000000005,-2.6207077262803993,-0.8774617238078326,0.24719195444477196
2 m,45.499998000000005,-2.625959803390483,-0.876132014293856,0.2169003252628803
2 m,45.749998000000005,-2.624563730117832,-0.8748023047798794,0.21593969661530035
2 m,45.999998000000005,-2.6446363084505418,-0.8734725952659028,0.25708436086598835
2 m,46.249998,-2.6598656494708837,-0.8721428857519262,0.27340889831231013
2 m,46.499998,-2.6533792531606273,-0.8708131762379496,0.2929311534878815
2 m,46.749998,-2.614408028105609,-0.869483466723973,0.4471320714850638
2 m,46.999998,-2.5041889082234983,-0.8681537572099964,0.6718058609846123
2 m,47.249998,-2.3521200299142446,-0.8668240476960198,0.7448975398115624
2 m,47.499998,-2.158796733132717,-0.8654943381820432,0.7601168245140464
2 m,47.749998,-1.9836869228542104,-0.8641646286680666,0.6293599334694674
2 m,47.999998,-1.8963454470691836,-0.86283491915409,0.39585850951915347
2 m,48.249998,-1.904044072083658,-0.8615052096401135,0.41970860588964787
2 m,48.499998,-1.972676057873982,-0.860175500126136,0.5620253667239737
2 m,48.749998,-2.074191462586458,-0.8588457906121594,0.6348121563981515
2 m,48.999998,-2.20057246419659,-0.8575160810981828,0.6270898610197448
2 m,49.249998,-2.3428048774879042,-0.8561863715842062,0.4292927238179037
2 m,49.499998,-2.4403807322671374,-0.8548566620702296,0.21084866575138395
2 m,49.749998,-2.4833192469323357,-0.853526952556253,0.17670820787450642
2 m,49.999998,-2.5136956639082073,-0.8521972430422764,0.15314311766928926
2 m,50.249998,-2.5277737960345785,-0.8508675335282998,0.1105894660720278
2 m,50.499998,-2.4720019215395856,-0.8495378240143232,0.39445476225941695
2 m,50.749998,-2.3092792673014557,-0.8482081145003466,0.8259715922942853
2 m,50.999998,-2.0776889530867706,-0.84687840498637,1.1345299207341721
2 m,51.249998,-1.8632425986773145,-0.8455486954723934,1.107548769071246
2 m,51.499998,-1.707904074233043,-0.8442189859584168,0.8570526348251484
2 m,51.749998,-1.606412749485183,-0.8428892764444393,0.5741656381079602
2 m,51.999998,-1.6027068213029736,-0.8415595669304627,0.5585894492582562
2 m,52.249998,-1.759801228660467,-0.8402298574164861,0.8982137702194424
2 m,52.499998,-2.045306515874734,-0.8389001479025096,1.1612402532508348
2 m,52.749998,-2.3331494309865635,-0.837570438388533,1.1659780145925298
2 m,52.999998,-2.556426914216589,-0.8362407288745564,1.0636900840709311
2 m,53.249998,-2.7293902978651885,-0.8349110193605798,0.8411357842118522
2 m,53.499998,-2.8525701001693027,-0.8335813098466032,0.4711400290082348
2 m,53.749998,-2.8784350725885854,-0.8322516003326266,0.3524066493913773
2 m,53.999998,-2.8059183369550973,-0.83092189081865,0.4024967290407962
2 m,54.249998,-2.7047991436992453,-0.8295921813046734,0.30235825700488494
2 m,54.499998,-2.657428760763067,-0.8282624717906968,0.20545808722773468
2 m,54.749998,-2.659364683580691,-0.8269327622767202,0.21450568684207727
2 m,54.999998,-2.678789596426217,-0.8256030527627436,0.25715449203166857
2 m,55.249998,-2.696076517408787,-0.824273343248767,0.2538508878010399
2 m,55.499998,-2.716619968044712,-0.8229436337347904,0.22393721770445468
2 m,55.749998,-2.7355511439555866,-0.8216139242208129,0.18123835174767364
2 m,55.999998,-2.740422210922002,-0.8202842147068363,0.16938277160220963
2 m,56.249998,-2.7237482221896965,-0.8189545051928597,0.1423138376311225
2 m,56.499998,-2.704628646585419,-0.8176247956788831,0.08411581779954976
2 m,56.749998,-2.6925603730564553,-0.8162950861649065,0.09885634724087392
2 m,56.999998,-2.683355106022922,-0.8149653766509299,0.1275890565890901
2 m,57.249998,-2.638164020223245,-0.8136356671369533,0.2449248062379447
2 m,57.499998,-2.541545400010349,-0.8123059576229767,0.4513512462138868
2 m,57.749998000000005,-2.4164664023078735,-0.8109762481090002,0.5762940182503692
2 m,57.999998000000005,-2.3064598017800724,-0.8096465385950236,0.5262477385117365
2 m,58.249998000000005,-2.246611536374193,-0.808316829081047,0.4015136709502472
2 m,58.499998000000005,-2.2612702230846113,-0.8069871195670704,0.4552391757109591
2 m,58.749998000000005,-2.317068028342658,-0.8056574100530938,0.5784380283732821
2 m,58.999998000000005,-2.4173986617038503,-0.8043277005391163,0.618633983903205
2 m,59.249998000000005,-2.549833642434446,-0.8029979910251397,0.5009034153286396
2 m,59.499998000000005,-2.655508476849737,-0.8016682815111631,0.2867866857858948
2 m,59.749998000000005,-2.7173507995781185,-0.8003385719971865,0.1489162171268448
2 m,59.999998000000005,-2.7379131453215853,-0.7990088624832099,0.09649817128258434
2 m,60.249998000000005,-2.7178579907489446,-0.7976791529692333,0.15123680267661418
2 m,60.499998000000005,-2.6946338973985076,-0.7963494434552567,0.20898912520208218
2 m,60.749998000000005,-2.6809723144236597,-0.7950197339412801,0.2039901118651153
2 m,60.999998000000005,-2.676760533442047,-0.7936900244273035,0.19318045942692225
2 m,61.249998000000005,-2.6753600008690506,-0.7923603149133269,0.19758359610860507
2 m,61.499998000000005,-2.658251192247733,-0.7910306053993503,0.21012105445163323
2 m,61.749998000000005,-2.6463072538971355,-0.7897008958853737,0.22925787740229683
2 m,61.999998000000005,-2.6365290797414316,-0.7883711863713971,0.24738260465735915
2 m,62.249998000000005,-2.6086700607215425,-0.7870414768574205,0.25617483812246816
2 m,62.499998000000005,-2.556103609310245,-0.785711767343444,0.19750721229179613
2 m,62.749998000000005,-2.4823187022591733,-0.7843820578294665,0.2460947961274353
2 m,62.999998000000005,-2.394210347075014,-0.7830523483154899,0.42531755410657823
2 m,63.249998000000005,-2.2994355952530703,-0.7817226388015133,0.5366185908666513
2 m,63.499998000000005,-2.214474259956975,-0.7803929292875367,0.4749634384210787
2 m,63.749998,-2.1486119054459563,-0.7790632197735601,0.345883079651945
2 m,63.999998,-2.109324335562823,-0.7777335102595835,0.2300447090174691
2 m,64.24999799999999,-2.1191091952318217,-0.7764038007456069,0.25165630363792435
2 m,64.49999799999999,-2.1820308617389212,-0.7750740912316303,0.3014233107735897
2 m,64.74999799999999,-2.271774660743713,-0.7737443817176537,0.30998193158188814
2 m,64.99999799999999,-2.3488997060087113,-0.7724146722036771,0.3046294990292086
2 m,65.24999799999999,-2.3912157517035086,-0.7710849626897005,0.27549314072580966
2 m,65.49999799999999,-2.407735419084718,-0.7697552531757239,0.2319302427627637
2 m,65.74999799999999,-2.3904603260443618,-0.7684255436617473,0.28772751484438314
2 m,65.99999799999999,-2.3346340434566866,-0.7670958341477707,0.37421087893259963
2 m,66.24999799999999,-2.2179228075319832,-0.7657661246337941,0.5235231521744909
2 m,66.49999799999999,-2.0694697253480987,-0.7644364151198166,0.5895144390176423
2 m,66.74999799999999,-1.9085877725617602,-0.76310670560584,0.6290677298431807
2 m,66.99999799999999,-1.7603862723672128,-0.7617769960918634,0.6218560836803342
2 m,67.24999799999999,-1.6497707874706498,-0.7604472865778868,0.496507888719447
2 m,67.49999799999999,-1.5826221387712716,-0.7591175770639103,0.31721507626336115
2 m,67.74999799999999,-1.549769768863956,-0.7577878675499337,0.1867782734299295
2 m,67.99999799999999,-1.561456507960827,-0.7564581580359571,0.18661460630856294
2 m,68.24999799999999,-1.5583724538309829,-0.7551284485219805,0.20193143799411573
2 m,68.49999799999999,-1.5247083094270648,-0.7537987390080039,0.32681732210614906
2 m,68.74999799999999,-1.4650555144790518,-0.7524690294940273,0.4176203062052539
2 m,68.99999799999999,-1.403669207417039,-0.7511393199800507,0.35795397831105047
2 m,69.24999799999999,-1.3946608362763744,-0.7498096104660741,0.33736862223343544
2 m,69.49999799999999,-1.467550775165174,-0.7484799009520975,0.5800992984119334
2 m,69.74999799999999,-1.5966514397753828,-0.7471501914381209,0.7875671646958013
2 m,69.99999799999999,-1.7767485750388579,-0.7458204819241443,0.8565831146322767
2 m,70.24999799999999,-1.9801280157511565,-0.7444907724101668,0.7562706209090244
2 m,70.49999799999999,-2.1673275195718595,-0.7431610628961902,0.6083780494842843
2 m,70.74999799999999,-2.307729227243947,-0.7418313533822136,0.4367254706349237
2 m,70.99999799999999,-2.383435205722919,-0.740501643868237,0.28187608745502146
2 m,71.24999799999999,-2.4095990632900244,-0.7391719343542604,0.20775053562902818
2 m,71.49999799999999,-2.4021898893993154,-0.7378422248402838,0.23470523898978124
2 m,71.74999799999999,-2.3510190954532524,-0.7365125153263072,0.3332903412452372
2 m,71.99999799999999,-2.2716127385091975,-0.7351828058123306,0.36563673660014934
2 m,72.24999799999999,-2.184993484093269,-0.733853096298354,0.30479269688278404
2 m,72.49999799999999,-2.1006285592665375,-0.7325233867843775,0.28023645123326907
2 m,72.74999799999999,-2.0165408642459886,-0.7311936772704009,0.32151726320660096
2 m,72.99999799999999,-1.9499303557081076,-0.7298639677564243,0.27571888534623634
2 m,73.24999799999999,-1.925197810393911,-0.7285342582424477,0.21257026813620533
2 m,73.49999799999999,-1.9500638723423105,-0.7272045487284711,0.3067733129399844
2 m,73.74999799999999,-2.013384622577804,-0.7258748392144936,0.4475102240973298
2 m,73.99999799999999,-2.074375396019306,-0.724545129700517,0.4523052683339484
2 m,74.24999799999999,-2.133050811476589,-0.7232154201865404,0.35015512395784587
2 m,74.49999799999999,-2.1569888084243853,-0.7218857106725638,0.2672080810070531
2 m,74.74999799999999,-2.0918157955037646,-0.7205560011585872,0.4881730373868995
2 m,74.99999799999999,-1.9297619106384625,-0.7192262916446106,0.7907500178512884
2 m,75.24999799999999,-1.766159155825302,-0.717896582130634,0.7760061434623127
2 m,75.49999799999999,-1.6818985020190054,-0.7165668726166574,0.585233927101877
2 m,75.74999799999999,-1.6848856691069063,-0.7152371631026808,0.5924319600666461
2 m,75.99999799999999,-1.7210192957903958,-0.7139074535887042,0.6607424586011925
2 m,76.24999799999999,-1.7880730953469888,-0.7125777440747276,0.6771234914536188
2 m,76.49999799999999,-1.904036789029278,-0.711248034560751,0.5596683284581573
2 m,76.74999799999999,-2.035640238883351,-0.7099183250467744,0.3258122671701832
2 m,76.99999799999999,-2.1043723544289055,-0.7085886155327978,0.2844367058435269
2 m,77.24999799999999,-2.12076373342335,-0.7072589060188212,0.299044202567296
2 m,77.49999799999999,-2.1204727930803884,-0.7059291965048438,0.30424057022459
2 m,77.74999799999999,-2.0846578235203923,-0.7045994869908672,0.43704436616946024
2 m,77.99999799999999,-1.9934861390954994,-0.7032697774768906,0.6487604240826034
2 m,78.24999799999999,-1.8488933302436292,-0.701940067962914,0.7243610828423813
2 m,78.49999799999999,-1.6953234204066145,-0.7006103584489374,0.5990668830587732
2 m,78.74999799999999,-1.5806354289042037,-0.6992806489349608,0.3887181432405628
2 m,78.99999799999999,-1.5266961945433675,-0.6979509394209842,0.1915147411738548
2 m,79.24999799999999,-1.5077614705053302,-0.6966212299070076,0.1298628077263372
2 m,79.49999799999999,-1.464958975772368,-0.695291520393031,0.3179214894930784
2 m,79.74999799999999,-1.290432100328121,-0.6939618108790544,0.993263372712115
2 m,79.99999799999999,-0.9979716662761522,-0.6926321013650778,1.5569197546489695
2 m,80.24999799999999,-0.7682643610148929,-0.6913023918511012,1.4950743853266735
2 m,80.49999799999999,-0.6789164376188808,-0.6899726823371246,1.2973336193346428
2 m,80.74999799999999,-0.7391627735048605,-0.6886429728231471,1.4906495448134829
2 m,80.99999799999999,-0.9478722366903991,-0.6873132633091705,1.873110311137759
2 m,81.24999799999999,-1.2403124876251042,-0.6859835537951939,1.8667190497569885
2 m,81.49999799999999,-1.5692877881102039,-0.6846538442812173,1.2915321359590985
2 m,81.74999799999999,-1.8396673818258646,-0.6833241347672407,0.4986180460872674
2 m,81.99999799999999,-1.9775581938788145,-0.6819944252532641,0.4630756142180314
2 m,82.24999799999999,-2.067744978753054,-0.6806647157392876,0.6009314873420575
2 m,82.49999799999999,-2.128242406442846,-0.679335006225311,0.6008803888277457
2 m,82.74999799999999,-2.1634595177139415,-0.6780052967113344,0.5372094826784138
2 m,82.99999799999999,-2.187452328249943,-0.6766755871973578,0.46450401407532377
2 m,83.24999799999999,-2.1668881241982474,-0.6753458776833812,0.4795054577784382
2 m,83.49999799999999,-2.0910976901237293,-0.6740161681694046,0.4135309093596982
2 m,83.74999799999999,-2.0117137120115016,-0.672686458655428,0.23243608205811114
2 m,83.99999799999999,-1.970850342357533,-0.6713567491414514,0.11395386401217504
2 m,84.24999799999999,-1.969262686108145,-0.6700270396274748,0.10756227819141007
2 m,84.49999799999999,-1.9694666043377538,-0.6686973301134982,0.10645228841759516
2 m,84.74999799999999,-1.9530746986047243,-0.6673676205995207,0.09437493082213108
2 m,84.99999799999999,-1.9327100305109255,-0.6660379110855441,0.04392784807277314
2 m,85.24999799999999,-1.8671543257421153,-0.6647082015715675,0.3693205665290355
2 m,85.49999799999999,-1.6962918820796737,-0.6633784920575909,0.891668382465626
2 m,85.74999799999999,-1.459993306810687,-0.6620487825436143,1.21302654759888
2 m,85.99999799999999,-1.2494095643591656,-0.6607190730296377,1.163433577803526
2 m,86.24999799999999,-1.1422639956507998,-0.6593893635156611,0.9376816548397272
2 m,86.49999799999999,-1.1703687653217125,-0.6580596540016845,1.0398357961062759
2 m,86.74999799999999,-1.3284604980896546,-0.6567299444877079,1.4042387015878985
2 m,86.99999799999999,-1.6050524451479626,-0.6554002349737313,1.5246794425406576
2 m,87.24999799999999,-1.9290882017136033,-0.6540705254597547,1.2042896067856226
2 m,87.49999799999999,-2.1819064639143466,-0.6527408159457782,0.6998222201651874
2 m,87.74999799999999,-2.291369007237968,-0.6514111064318016,0.28642888467044075
2 m,87.99999799999999,-2.26405010597281,-0.6500813969178241,0.39396309503720467
2 m,88.24999799999999,-2.1577235108253543,-0.6487516874038475,0.6082472142644658
2 m,88.49999799999999,-2.013530654608397,-0.6474219778898709,0.736661647727808
2 m,88.74999799999999,-1.8493560299274199,-0.6460922683758943,0.7510569582566838
2 m,88.99999799999999,-1.6922951966388835,-0.6447625588619177,0.5859279747006281
2 m,89.24999799999999,-1.5383334430522204,-0.6434328493479411,0.43295722997051234
2 m,89.49999799999999,-1.370430935057847,-0.6421031398339645,0.6172808764682824
2 m,89.74999799999999,-1.1922214472920762,-0.6407734303199879,0.8174266813598432
2 m,89.99999799999999,-1.032035802400932,-0.6394437208060113,0.8020205052587713
2 m,90.24999799999999,-0.9564316865495472,-0.6381140112920347,0.6532833633375362
2 m,90.49999799999999,-0.9873814807697201,-0.6367843017780581,0.7666334268014044
2 m,90.74999799999999,-1.1233536428221118,-0.6354545922640815,1.1219486399480214
